iy   id  it imin qn   qh   qe   qs   qf   U     RH    Tair  pres   rain kdown  snow ldown fcld wuh  xsmd lai  kdiff kdir wdir
2013 7   23 0    -999 -999 -999 -999 -999 3.36  78.44 9.61  101.75 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 8   0  0    -999 -999 -999 -999 -999 3.13  78.47 9.6   101.75 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 8   1  0    -999 -999 -999 -999 -999 3.65  79.32 9.53  101.74 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 8   2  0    -999 -999 -999 -999 -999 3.6   79.93 9.5   101.72 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 8   3  0    -999 -999 -999 -999 -999 3.47  80.19 9.59  101.71 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 8   4  0    -999 -999 -999 -999 -999 3.01  77.57 9.93  101.7  0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 8   5  0    -999 -999 -999 -999 -999 2.86  76.68 9.96  101.68 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 8   6  0    -999 -999 -999 -999 -999 3.17  75.08 10.13 101.68 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 8   7  0    -999 -999 -999 -999 -999 2.5   75.65 10.04 101.69 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 8   8  0    -999 -999 -999 -999 -999 3.22  76.33 9.94  101.7  0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 8   9  0    -999 -999 -999 -999 -999 3.5   79.19 9.65  101.74 0    16.95  -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 8   10 0    -999 -999 -999 -999 -999 3.18  79.47 9.79  101.78 0    39.48  -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 8   11 0    -999 -999 -999 -999 -999 3.86  79.09 10    101.79 0    67.78  -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 8   12 0    -999 -999 -999 -999 -999 3.7   77.1  10.59 101.76 0    181.18 -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 8   13 0    -999 -999 -999 -999 -999 4.43  73.92 11.08 101.71 0    161.64 -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 8   14 0    -999 -999 -999 -999 -999 4.26  73.28 11.26 101.68 0    57.33  -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 8   15 0    -999 -999 -999 -999 -999 3.54  74.19 11.21 101.67 0    31.02  -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 8   16 0    -999 -999 -999 -999 -999 3.69  75.78 11.08 101.66 0    17.38  -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 8   17 0    -999 -999 -999 -999 -999 3.93  77.18 10.94 101.66 0    0.45   -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 8   18 0    -999 -999 -999 -999 -999 3.62  78.01 10.84 101.65 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 8   19 0    -999 -999 -999 -999 -999 3.76  79.65 10.73 101.65 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 8   20 0    -999 -999 -999 -999 -999 3.86  82.65 10.5  101.64 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
