dectime dryQSresid
94.0775 NaN
94.1250 -112.5166
94.1192 -110.9816
94.1667 -110.6237
94.1609 -110.3561
94.2083 -107.4140
94.2025 -90.0873
94.2500 -64.5547
94.2442 -49.7820
94.2917 -41.2772
94.2858 -29.1370
94.3333 -13.7132
94.3275 4.9922
94.3750 29.3145
94.3691 66.6664
94.4167 113.0728
94.4108 143.2766
94.4583 155.9281
94.4524 139.1251
94.5000 94.0637
94.4941 49.1581
94.5417 18.4367
94.5357 -0.8443
94.5833 -22.5944
94.5774 -37.6226
94.6250 -35.3468
94.6191 -10.4159
94.6667 -14.8527
94.6607 -106.8975
94.7083 -195.3629
94.7024 -170.9244
94.7500 -96.9647
94.7440 -65.4163
94.7917 -63.0993
94.7857 -52.5622
94.8333 -38.9586
94.8273 -38.3813
94.8750 -43.4778
94.8690 -44.0459
94.9167 -33.2124
94.9106 -12.1862
94.9583 -1.2259
94.9523 -14.3119
95.0000 -35.0116
94.9939 -42.6450
95.0417 -40.2037
95.0356 -37.3071
95.0833 -35.0999
95.0773 -36.4116
95.1250 -40.8838
95.1189 -36.5927
95.1667 -24.6615
95.1606 -17.5224
95.2083 -17.3006
95.2022 -17.4751
95.2500 -12.3442
95.2439 3.4319
95.2917 21.0313
95.2855 31.8220
95.3333 45.9078
95.3272 59.4743
95.3750 61.6713
95.3688 46.7142
95.4167 21.1358
95.4105 -7.8134
95.4583 -26.4050
95.4522 22.3047
95.5000 113.6693
95.4938 124.1993
95.5417 NaN
95.5355 NaN
95.5833 NaN
95.5771 NaN
95.6250 NaN
95.6188 NaN
95.6667 NaN
95.6604 NaN
95.7083 NaN
95.7021 NaN
95.7500 NaN
95.7437 NaN
95.7917 NaN
95.7854 NaN
95.8333 NaN
95.8270 NaN
95.8750 NaN
95.8687 -36.2221
95.9167 -46.8121
95.9104 -51.0233
95.9583 -48.3219
95.9520 -43.4184
96.0000 -40.2882
95.9937 -42.5178
96.0417 -47.3646
96.0353 -61.2791
96.0833 -87.9234
96.0770 -105.3149
96.1250 -105.9063
96.1186 -82.6008
96.1667 -45.9803
96.1603 -34.5597
96.2083 -46.3281
96.2019 -51.8357
96.2500 -44.6616
96.2436 -31.4800
96.2917 -13.5356
96.2852 18.0074
96.3333 52.2011
96.3269 59.8868
96.3750 56.6299
96.3686 65.4503
96.4167 72.5039
96.4102 56.0832
96.4583 NaN
96.4519 NaN
96.5000 NaN
96.4935 NaN
96.5417 NaN
96.5352 NaN
96.5833 NaN
96.5768 NaN
96.6250 NaN
96.6185 NaN
96.6667 NaN
96.6601 NaN
96.7083 NaN
96.7018 NaN
96.7500 NaN
96.7435 NaN
96.7917 NaN
96.7851 NaN
96.8333 NaN
96.8268 NaN
96.8750 NaN
96.8684 NaN
96.9167 NaN
96.9101 NaN
96.9583 NaN
96.9517 NaN
97.0000 NaN
96.9934 NaN
97.0417 NaN
97.0350 NaN
97.0833 NaN
97.0767 NaN
97.1250 NaN
97.1183 NaN
97.1667 NaN
97.1600 NaN
97.2083 NaN
97.2017 NaN
97.2500 NaN
97.2433 NaN
97.2917 NaN
97.2850 NaN
97.3333 NaN
97.3266 NaN
97.3750 NaN
97.3683 NaN
97.4167 NaN
97.4099 NaN
97.4583 NaN
97.4516 NaN
97.5000 NaN
97.4932 NaN
97.5417 NaN
97.5349 NaN
97.5833 NaN
97.5766 NaN
97.6250 NaN
97.6182 NaN
97.6667 NaN
97.6599 NaN
97.7083 NaN
97.7015 NaN
97.7500 NaN
97.7432 NaN
97.7917 NaN
97.7848 NaN
97.8333 NaN
97.8265 NaN
97.8750 NaN
97.8681 NaN
97.9167 NaN
97.9098 NaN
97.9583 NaN
97.9514 NaN
98.0000 NaN
97.9931 NaN
98.0417 NaN
98.0348 NaN
98.0833 NaN
98.0764 NaN
98.1250 NaN
98.1181 NaN
98.1667 NaN
98.1597 NaN
98.2083 NaN
98.2014 NaN
98.2500 NaN
98.2430 NaN
98.2917 NaN
98.2847 NaN
98.3333 NaN
98.3263 NaN
98.3750 NaN
98.3680 NaN
98.4167 NaN
98.4096 NaN
98.4583 NaN
98.4513 NaN
98.5000 NaN
98.4930 NaN
98.5417 NaN
98.5346 NaN
98.5833 NaN
98.5763 NaN
98.6250 NaN
98.6179 NaN
98.6667 NaN
98.6596 NaN
98.7083 NaN
98.7012 NaN
98.7500 NaN
98.7429 NaN
98.7917 NaN
98.7845 NaN
98.8333 NaN
98.8262 NaN
98.8750 NaN
98.8679 NaN
98.9167 NaN
98.9095 NaN
98.9583 NaN
98.9512 NaN
99.0000 NaN
98.9928 NaN
99.0417 NaN
99.0345 NaN
99.0833 NaN
99.0761 NaN
99.1250 NaN
99.1178 NaN
99.1667 NaN
99.1594 NaN
99.2083 NaN
99.2011 NaN
99.2500 NaN
99.2427 NaN
99.2917 NaN
99.2844 NaN
99.3333 NaN
99.3261 NaN
99.3750 NaN
99.3677 NaN
99.4167 NaN
99.4094 NaN
99.4583 NaN
99.4510 NaN
99.5000 NaN
99.4927 NaN
99.5417 NaN
99.5343 NaN
99.5833 NaN
99.5760 NaN
99.6250 NaN
99.6176 NaN
99.6667 NaN
99.6593 NaN
99.7083 NaN
99.7009 NaN
99.7500 NaN
99.7426 NaN
99.7917 NaN
99.7843 NaN
99.8333 NaN
99.8259 NaN
99.8750 NaN
99.8676 NaN
99.9167 NaN
99.9092 NaN
99.9583 NaN
99.9509 NaN
100.0000 NaN
99.9925 NaN
100.0417 NaN
100.0342 NaN
100.0833 NaN
100.0758 NaN
100.1250 NaN
100.1175 NaN
100.1667 NaN
100.1592 NaN
100.2083 NaN
100.2008 NaN
100.2500 NaN
100.2425 NaN
100.2917 NaN
100.2841 NaN
100.3333 NaN
100.3258 NaN
100.3750 NaN
100.3674 NaN
100.4167 NaN
100.4091 NaN
100.4583 NaN
100.4507 NaN
100.5000 NaN
100.4924 NaN
100.5417 NaN
100.5340 NaN
100.5833 NaN
100.5757 NaN
100.6250 NaN
100.6174 NaN
100.6667 NaN
100.6590 NaN
100.7083 NaN
100.7007 NaN
100.7500 NaN
100.7423 NaN
100.7917 NaN
100.7840 NaN
100.8333 NaN
100.8256 NaN
100.8750 NaN
100.8673 NaN
100.9167 NaN
100.9089 NaN
100.9583 NaN
100.9506 NaN
101.0000 NaN
100.9923 NaN
101.0417 NaN
101.0339 NaN
101.0833 NaN
101.0756 NaN
101.1250 NaN
101.1172 NaN
101.1667 NaN
101.1589 NaN
101.2083 NaN
101.2005 NaN
101.2500 NaN
101.2422 NaN
101.2917 NaN
101.2838 NaN
101.3333 NaN
101.3255 NaN
101.3750 NaN
101.3671 NaN
101.4167 NaN
101.4088 NaN
101.4583 NaN
101.4505 NaN
101.5000 NaN
101.4921 NaN
101.5417 NaN
101.5338 NaN
101.5833 NaN
101.5754 NaN
101.6250 NaN
101.6171 NaN
101.6667 NaN
101.6587 NaN
101.7083 -192.2607
101.7004 -201.6550
101.7500 -198.3018
101.7420 -170.7352
101.7917 -141.1827
101.7837 -136.8649
101.8333 -138.1859
101.8253 -126.5876
101.8750 -110.1394
101.8670 -102.4204
101.9167 -101.8975
101.9087 -102.7101
101.9583 -100.2357
101.9503 -93.4653
102.0000 -94.2378
101.9920 -108.7319
102.0417 -118.0909
102.0336 -107.0524
102.0833 -90.9682
102.0753 -88.3411
102.1250 -94.4059
102.1169 -97.1133
102.1667 -95.7497
102.1586 -88.6692
102.2083 -73.4357
102.2002 -37.2245
102.2500 4.0868
102.2419 15.1683
102.2917 17.7818
102.2836 53.0615
102.3333 108.0149
102.3252 164.4913
102.3750 223.4832
102.3669 260.9520
102.4167 291.5172
102.4085 321.0950
102.4583 304.1776
102.4502 221.8032
102.5000 125.2823
102.4918 62.6948
102.5417 25.1463
102.5335 -13.0830
102.5833 -41.5775
102.5751 -31.0775
102.6250 -19.8896
102.6168 -31.5519
102.6667 -41.2290
102.6584 -37.2829
102.7083 -41.0321
102.7001 -66.2032
102.7500 -90.4689
102.7418 -91.5570
102.7917 -77.3069
102.7834 -65.6539
102.8333 -59.9242
102.8251 -63.2033
102.8750 -72.8814
102.8667 -87.0443
102.9167 -101.1159
102.9084 -88.3303
102.9583 -58.5700
102.9500 -58.4879
103.0000 -82.9733
102.9917 -100.7801
103.0417 -103.3856
103.0333 -88.6264
103.0833 -84.6624
103.0750 -112.3617
103.1250 -130.1685
103.1166 -105.3096
103.1667 -77.6736
103.1583 -91.4278
103.2083 -121.7027
103.2000 -112.2247
103.2500 -81.4892
103.2416 -60.8664
103.2917 -8.1728
103.2833 107.0179
103.3333 220.3062
103.3249 240.1691
103.3750 190.2370
103.3666 128.4809
103.4167 88.6745
103.4082 74.7675
103.4583 78.6298
103.4499 122.9787
103.5000 159.7433
103.4915 157.9696
103.5417 175.1053
103.5332 209.7463
103.5833 224.9972
103.5749 190.6768
103.6250 109.1252
103.6165 26.9569
103.6667 -33.2958
103.6582 -62.9113
103.7083 -74.5893
103.6998 -74.4326
103.7500 -81.4310
103.7415 -117.5144
103.7917 -149.4319
103.7831 -136.7562
103.8333 -104.1611
103.8248 -97.3159
103.8750 -105.1889
103.8664 -101.3207
103.9167 -91.6675
103.9081 -89.1943
103.9583 -91.1868
103.9497 -92.8304
104.0000 -94.1605
103.9914 -95.2950
104.0417 -94.9491
104.0331 -85.1946
104.0833 -67.0425
104.0747 -45.8276
104.1250 -25.0346
104.1164 -21.2813
104.1667 -27.6670
104.1580 -23.9198
104.2083 -11.3054
104.1997 5.8038
104.2500 19.2081
104.2413 18.3246
104.2917 2.6053
104.2830 -19.0866
104.3333 -33.2486
104.3246 -33.0145
104.3750 -24.9375
104.3663 -18.8251
104.4167 -21.1689
104.4079 -33.1672
104.4583 -33.8228
104.4496 3.3699
104.5000 35.0946
104.4913 18.0646
104.5417 3.9332
104.5329 37.8935
104.5833 69.5021
104.5746 20.4005
104.6250 -65.1394
104.6162 -121.8604
104.6667 -158.0937
104.6579 -168.9702
104.7083 -157.3021
104.6995 -125.4018
104.7500 -107.1629
104.7412 -127.5977
104.7917 -140.5252
104.7828 -114.9698
104.8333 -81.2767
104.8245 -70.6788
104.8750 -72.7105
104.8662 -68.1129
104.9167 -58.9641
104.9078 -55.5899
104.9583 -59.5243
104.9495 -66.9421
105.0000 -67.0033
104.9911 -53.6238
105.0417 -43.3923
105.0328 -50.0505
105.0833 -59.4449
105.0744 -55.2630
105.1250 -44.4161
105.1161 -37.4675
105.1667 -33.8549
105.1577 -30.7597
105.2083 -32.6077
105.1994 -38.6298
105.2500 -41.3726
105.2410 -38.1604
105.2917 -31.0258
105.2827 -22.2396
105.3333 -17.9386
105.3244 -20.2194
105.3750 -18.4714
105.3660 -2.9930
105.4167 17.6470
105.4077 25.5314
105.4583 20.1501
105.4493 5.7357
105.5000 -10.1720
105.4910 -22.5435
105.5417 -37.0692
105.5326 -30.0146
105.5833 4.3647
105.5743 22.4594
105.6250 13.9950
105.6159 -18.6794
105.6667 -69.3406
105.6576 -113.9094
105.7083 -147.9456
105.6993 -167.1847
105.7500 -166.5836
105.7409 -142.7135
105.7917 -117.1414
105.7826 -108.4553
105.8333 -105.8408
105.8242 -99.2218
105.8750 -88.5779
105.8659 -80.0101
105.9167 -80.5699
105.9075 -88.9702
105.9583 -88.8108
105.9492 -68.5692
106.0000 -42.0146
105.9908 -28.5038
106.0417 -22.3948
106.0325 -11.9728
106.0833 -1.6611
106.0741 -1.1812
106.1250 -7.5666
106.1158 -12.4314
106.1667 -12.9268
106.1575 -6.2327
106.2083 0.8785
106.1991 8.6030
106.2500 23.8657
106.2408 47.8418
106.2917 64.4692
106.2824 78.0453
106.3333 124.2005
106.3241 196.1425
106.3750 222.7050
106.3657 159.1092
106.4167 91.0515
106.4074 100.3543
106.4583 149.0702
106.4490 171.4285
106.5000 157.8052
106.4907 121.5642
106.5417 75.9030
106.5323 38.6432
106.5833 11.4133
106.5740 -12.5309
106.6250 -34.8291
106.6157 -56.3252
106.6667 -83.2341
106.6573 -113.5208
106.7083 -143.4773
106.6990 -158.6152
106.7500 -162.6880
106.7406 -158.4252
106.7917 -140.7330
106.7823 -114.6668
106.8333 -99.7056
106.8239 -111.0527
106.8750 -120.4676
106.8656 -104.1052
106.9167 -81.1068
106.9072 -76.3375
106.9583 -87.0454
106.9489 -99.0558
107.0000 -102.7283
106.9906 -95.2961
107.0417 -84.5516
107.0322 -80.5070
107.0833 -87.8377
107.0739 -102.5043
107.1250 -106.1089
107.1155 -87.5847
107.1667 -67.2209
107.1572 -59.8374
107.2083 -54.6851
107.1988 -22.8423
107.2500 28.2963
107.2405 78.5193
107.2917 156.4379
107.2821 263.1150
107.3333 318.3239
107.3238 264.7351
107.3750 191.6171
107.3654 193.3013
107.4167 231.6080
107.4071 232.5579
107.4583 194.2971
107.4488 146.8864
107.5000 114.1888
107.4904 114.4999
107.5417 144.1480
107.5321 179.4462
107.5833 185.0053
107.5737 146.2515
107.6250 92.3772
107.6154 53.2737
107.6667 19.5249
107.6570 -21.2412
107.7083 -64.0307
107.6987 -90.7320
107.7500 -107.6093
107.7403 -117.7742
107.7917 -119.0107
107.7820 -115.5034
107.8333 -108.2600
107.8236 -104.3917
107.8750 -107.4884
107.8653 -116.6203
107.9167 -120.5268
107.9070 -111.7223
107.9583 -96.8151
107.9486 -86.0824
108.0000 -81.7275
107.9903 -78.3108
108.0417 -73.6211
108.0319 -71.0919
108.0833 -70.1538
108.0736 -66.8495
108.1250 -59.7310
108.1152 -52.3455
108.1667 -46.3854
108.1569 -38.8098
108.2083 -32.8277
108.1985 -20.3583
108.2500 4.3226
108.2402 51.7679
108.2917 102.4019
108.2819 96.9612
108.3333 72.6430
108.3235 120.4911
108.3750 213.7295
108.3652 271.3028
108.4167 278.0657
108.4068 194.2774
108.4583 57.4350
108.4485 13.3528
108.5000 61.1055
108.4901 125.3026
108.5417 157.5242
108.5318 90.3818
108.5833 -17.9449
108.5734 -56.2641
108.6250 -46.0027
108.6151 -47.1063
108.6667 -60.0702
108.6567 -54.3686
108.7083 -45.6014
108.6984 -51.2507
108.7500 -57.8340
108.7401 -63.4670
108.7917 -73.1727
108.7817 -84.1459
108.8333 -92.2758
108.8234 -90.7223
108.8750 -81.1662
108.8650 -73.2417
108.9167 -66.8870
108.9067 -62.0812
108.9583 -61.2500
108.9483 -61.2188
109.0000 -56.2595
108.9900 -50.8943
109.0417 -50.2700
109.0316 -50.7674
109.0833 -51.0033
109.0733 -56.5806
109.1250 -65.2345
109.1150 -65.7939
109.1667 -58.7550
109.1566 -47.8790
109.2083 -43.0097
109.1983 -45.4572
109.2500 -36.9205
109.2399 -1.3152
109.2917 38.6150
109.2816 54.2026
109.3333 71.7165
109.3232 111.9955
109.3750 142.8851
109.3649 134.7455
109.4167 125.0418
109.4065 173.3261
109.4583 232.9204
109.4482 175.0383
109.5000 61.9701
109.4898 54.4782
109.5417 99.5411
109.5315 98.0653
109.5833 74.8472
109.5732 38.2579
109.6250 -21.6906
109.6148 -69.9467
109.6667 -91.0262
109.6565 -86.9420
109.7083 -74.9927
109.6981 -77.3361
109.7500 -96.6261
109.7398 -113.9543
109.7917 -113.0999
109.7814 -92.7026
109.8333 -74.2998
109.8231 -80.9906
109.8750 -96.1666
109.8647 -98.7453
109.9167 -92.8804
109.9064 -88.9231
109.9583 -87.1547
109.9480 -85.4418
110.0000 -85.6635
109.9897 -87.8885
110.0417 -86.8308
110.0314 -80.3893
110.0833 -77.0973
110.0730 -83.1094
110.1250 -90.1666
110.1147 -89.8252
110.1667 -85.9542
110.1563 -78.6863
110.2083 -71.4837
110.1980 -54.5562
110.2500 -16.3977
110.2396 38.2366
110.2917 89.4149
110.2813 118.9690
110.3333 143.7244
110.3229 183.4637
110.3750 226.7286
110.3646 244.4005
110.4167 252.6310
110.4063 265.5586
110.4583 256.2545
110.4479 183.3634
110.5000 98.3174
110.4896 111.4309
110.5417 150.5359
110.5312 51.1956
110.5833 -96.5477
110.5729 -93.4835
110.6250 -50.6591
110.6145 -119.6165
110.6667 -188.6739
110.6562 -138.8518
110.7083 -51.1977
110.6978 -51.4832
110.7500 -107.7923
110.7395 -124.2741
110.7917 -107.2304
110.7811 -94.1003
110.8333 -85.8045
110.8228 -76.9543
110.8750 -62.7770
110.8645 -50.9862
110.9167 -47.8281
110.9061 -54.8496
110.9583 -67.8305
110.9478 -79.2761
111.0000 -88.7472
110.9894 -99.2998
111.0417 -103.6330
111.0311 -86.1960
111.0833 -68.6216
111.0727 -68.4418
111.1250 -66.4413
111.1144 -54.4356
111.1667 -42.8613
111.1560 -41.3451
111.2083 -41.4789
111.1977 -35.9756
111.2500 -28.5020
111.2393 -21.8048
111.2917 -23.6630
111.2810 -34.9492
111.3333 -34.3246
111.3227 -11.7064
111.3750 -11.7570
111.3643 -66.0256
111.4167 -99.7408
111.4060 -51.9547
111.4583 -19.5627
111.4476 -81.7406
111.5000 -131.1653
111.4893 -73.2514
111.5417 6.9626
111.5309 17.6609
111.5833 -4.7948
111.5726 0.4538
111.6250 27.2839
111.6142 56.1449
111.6667 72.5314
111.6559 27.5266
111.7083 -53.7354
111.6976 -103.3846
111.7500 -122.8849
111.7392 -117.9352
111.7917 -99.5969
111.7809 -90.6419
111.8333 -102.6952
111.8225 -126.9377
111.8750 -138.6264
111.8642 -121.8567
111.9167 -96.8321
111.9058 -91.8580
111.9583 -94.9073
111.9475 -88.0226
112.0000 -79.7468
111.9891 -71.5476
112.0417 -56.8279
112.0308 -42.7654
112.0833 -29.8705
112.0724 -24.4997
112.1250 -31.7223
112.1141 -37.9222
112.1667 NaN
112.1558 NaN
112.2083 NaN
112.1974 NaN
112.2500 NaN
112.2391 NaN
112.2917 NaN
112.2807 NaN
112.3333 NaN
112.3224 NaN
112.3750 NaN
112.3640 NaN
112.4167 NaN
112.4057 NaN
112.4583 NaN
112.4473 NaN
112.5000 NaN
112.4890 NaN
112.5417 NaN
112.5307 NaN
112.5833 NaN
112.5723 NaN
112.6250 NaN
112.6140 NaN
112.6667 NaN
112.6556 NaN
112.7083 NaN
112.6973 NaN
112.7500 NaN
112.7389 NaN
112.7917 NaN
112.7806 NaN
112.8333 NaN
112.8222 NaN
112.8750 NaN
112.8639 NaN
112.9167 NaN
112.9055 NaN
112.9583 NaN
112.9472 NaN
113.0000 NaN
112.9889 NaN
113.0417 NaN
113.0305 NaN
113.0833 NaN
113.0722 NaN
113.1250 NaN
113.1138 NaN
113.1667 NaN
113.1555 NaN
113.2083 NaN
113.1971 NaN
113.2500 NaN
113.2388 NaN
113.2917 NaN
113.2804 NaN
113.3333 NaN
113.3221 NaN
113.3750 NaN
113.3637 NaN
113.4167 NaN
113.4054 NaN
113.4583 NaN
113.4471 NaN
113.5000 NaN
113.4887 NaN
113.5417 NaN
113.5304 NaN
113.5833 NaN
113.5720 NaN
113.6250 NaN
113.6137 NaN
113.6667 NaN
113.6553 NaN
113.7083 NaN
113.6970 NaN
113.7500 NaN
113.7386 NaN
113.7917 NaN
113.7803 NaN
113.8333 NaN
113.8220 NaN
113.8750 NaN
113.8636 NaN
113.9167 NaN
113.9053 NaN
113.9583 NaN
113.9469 NaN
114.0000 NaN
113.9886 NaN
114.0417 NaN
114.0302 NaN
114.0833 NaN
114.0719 NaN
114.1250 NaN
114.1135 NaN
114.1667 NaN
114.1552 NaN
114.2083 NaN
114.1968 NaN
114.2500 NaN
114.2385 NaN
114.2917 NaN
114.2802 NaN
114.3333 NaN
114.3218 NaN
114.3750 NaN
114.3635 NaN
114.4167 NaN
114.4051 NaN
114.4583 NaN
114.4468 NaN
114.5000 NaN
114.4884 NaN
114.5417 NaN
114.5301 NaN
114.5833 -56.4287
114.5717 -72.5244
114.6250 -72.3018
114.6134 -78.2556
114.6667 -77.2588
114.6550 -62.3276
114.7083 -47.4842
114.6967 -50.1005
114.7500 -54.5921
114.7384 -48.3599
114.7917 -41.3692
114.7800 -41.7157
114.8333 -44.4878
114.8217 -43.0838
114.8750 -41.7789
114.8633 -50.7632
114.9167 -61.4504
114.9050 -59.0365
114.9583 -52.7403
114.9466 -47.1658
115.0000 -39.4866
114.9883 -41.8775
115.0417 -53.6686
115.0299 -51.2568
115.0833 -36.8237
115.0716 -33.9624
115.1250 -39.9410
115.1133 -45.9960
115.1667 -49.8942
115.1549 -52.4417
115.2083 NaN
115.1966 NaN
115.2500 NaN
115.2382 NaN
115.2917 NaN
115.2799 NaN
115.3333 NaN
115.3215 NaN
115.3750 NaN
115.3632 NaN
115.4167 NaN
115.4048 NaN
115.4583 NaN
115.4465 NaN
115.5000 NaN
115.4881 NaN
115.5417 NaN
115.5298 NaN
115.5833 NaN
115.5715 NaN
115.6250 NaN
115.6131 NaN
115.6667 NaN
115.6548 NaN
115.7083 NaN
115.6964 NaN
115.7500 NaN
115.7381 NaN
115.7917 NaN
115.7797 NaN
115.8333 NaN
115.8214 NaN
115.8750 NaN
115.8630 NaN
115.9167 NaN
115.9047 NaN
115.9583 NaN
115.9464 NaN
116.0000 NaN
115.9880 NaN
116.0417 NaN
116.0297 NaN
116.0833 NaN
116.0713 NaN
116.1250 NaN
116.1130 NaN
116.1667 NaN
116.1546 NaN
116.2083 NaN
116.1963 NaN
116.2500 NaN
116.2379 NaN
116.2917 NaN
116.2796 NaN
116.3333 NaN
116.3212 NaN
116.3750 NaN
116.3629 NaN
116.4167 NaN
116.4046 NaN
116.4583 NaN
116.4462 NaN
116.5000 NaN
116.4879 NaN
116.5417 NaN
116.5295 NaN
116.5833 NaN
116.5712 NaN
116.6250 NaN
116.6128 NaN
116.6667 NaN
116.6545 NaN
116.7083 NaN
116.6961 NaN
116.7500 NaN
116.7378 NaN
116.7917 NaN
116.7794 NaN
116.8333 NaN
116.8211 NaN
116.8750 NaN
116.8628 NaN
116.9167 NaN
116.9044 NaN
116.9583 NaN
116.9461 NaN
117.0000 NaN
116.9877 NaN
117.0417 NaN
117.0294 NaN
117.0833 NaN
117.0710 NaN
117.1250 NaN
117.1127 NaN
117.1667 NaN
117.1543 NaN
117.2083 NaN
117.1960 NaN
117.2500 NaN
117.2377 NaN
117.2917 NaN
117.2793 NaN
117.3333 NaN
117.3210 NaN
117.3750 NaN
117.3626 NaN
117.4167 NaN
117.4043 NaN
117.4583 NaN
117.4459 NaN
117.5000 NaN
117.4876 NaN
117.5417 NaN
117.5292 NaN
117.5833 NaN
117.5709 NaN
117.6250 NaN
117.6125 NaN
117.6667 NaN
117.6542 NaN
117.7083 NaN
117.6959 NaN
117.7500 NaN
117.7375 NaN
117.7917 NaN
117.7792 NaN
117.8333 NaN
117.8208 NaN
117.8750 NaN
117.8625 NaN
117.9167 NaN
117.9041 NaN
117.9583 NaN
117.9458 NaN
118.0000 NaN
117.9874 NaN
118.0417 NaN
118.0291 NaN
118.0833 NaN
118.0707 NaN
118.1250 NaN
118.1124 NaN
118.1667 NaN
118.1541 NaN
118.2083 NaN
118.1957 NaN
118.2500 NaN
118.2374 NaN
118.2917 NaN
118.2790 NaN
118.3333 NaN
118.3207 NaN
118.3750 NaN
118.3623 NaN
118.4167 NaN
118.4040 NaN
118.4583 NaN
118.4456 NaN
118.5000 NaN
118.4873 NaN
118.5417 NaN
118.5290 NaN
118.5833 NaN
118.5706 NaN
118.6250 NaN
118.6123 NaN
118.6667 NaN
118.6539 NaN
118.7083 NaN
118.6956 NaN
118.7500 NaN
118.7372 NaN
118.7917 NaN
118.7789 NaN
118.8333 NaN
118.8205 NaN
118.8750 NaN
118.8622 NaN
118.9167 NaN
118.9038 NaN
118.9583 NaN
118.9455 NaN
119.0000 NaN
118.9872 NaN
119.0417 NaN
119.0288 NaN
119.0833 NaN
119.0705 NaN
119.1250 NaN
119.1121 NaN
119.1667 NaN
119.1538 NaN
119.2083 NaN
119.1954 NaN
119.2500 NaN
119.2371 NaN
119.2917 NaN
119.2787 NaN
119.3333 NaN
119.3204 NaN
119.3750 NaN
119.3621 NaN
119.4167 NaN
119.4037 NaN
119.4583 NaN
119.4454 NaN
119.5000 NaN
119.4870 NaN
119.5417 NaN
119.5287 NaN
119.5833 NaN
119.5703 NaN
119.6250 NaN
119.6120 NaN
119.6667 NaN
119.6536 NaN
119.7083 NaN
119.6953 NaN
119.7500 NaN
119.7369 NaN
119.7917 NaN
119.7786 NaN
119.8333 NaN
119.8203 NaN
119.8750 NaN
119.8619 NaN
119.9167 NaN
119.9036 NaN
119.9583 NaN
119.9452 NaN
120.0000 NaN
119.9869 NaN
120.0417 NaN
120.0285 NaN
120.0833 NaN
120.0702 NaN
120.1250 NaN
120.1118 NaN
120.1667 NaN
120.1535 NaN
120.2083 NaN
120.1951 NaN
120.2500 NaN
120.2368 NaN
120.2917 NaN
120.2785 NaN
120.3333 NaN
120.3201 NaN
120.3750 NaN
120.3618 NaN
120.4167 NaN
120.4034 NaN
120.4583 NaN
120.4451 NaN
120.5000 NaN
120.4867 NaN
120.5417 NaN
120.5284 NaN
120.5833 NaN
120.5700 NaN
120.6250 NaN
120.6117 NaN
120.6667 NaN
120.6534 NaN
120.7083 NaN
120.6950 NaN
120.7500 NaN
120.7367 NaN
120.7917 NaN
120.7783 NaN
120.8333 NaN
120.8200 NaN
120.8750 -60.5104
120.8616 -66.0563
120.9167 -75.6808
120.9033 -74.5605
120.9583 -69.3304
120.9449 -71.7290
121.0000 -80.2512
120.9866 -86.2087
121.0417 -87.7181
121.0282 -88.9522
121.0833 -91.4768
121.0699 -94.8493
121.1250 -96.6813
121.1116 -91.4855
121.1667 -84.7963
121.1532 -72.5970
121.2083 -47.5768
121.1949 4.1599
121.2500 62.9852
121.2365 56.4781
121.2917 11.5982
121.2782 17.4079
121.3333 53.7863
121.3198 74.8410
121.3750 95.5944
121.3615 140.3280
121.4167 199.1136
121.4031 220.3070
121.4583 200.0086
121.4448 161.2342
121.5000 119.9697
121.4864 104.0815
121.5417 106.9481
121.5281 91.3938
121.5833 64.2953
121.5698 37.0461
121.6250 -31.2394
121.6114 -124.0163
121.6667 -162.4675
121.6531 -117.6435
121.7083 -67.9479
121.6947 -76.0735
121.7500 -102.7536
121.7364 -100.5418
121.7917 -87.5856
121.7780 -92.1199
121.8333 -103.2204
121.8197 -100.2993
121.8750 -92.7370
121.8613 -96.5795
121.9167 -101.3383
121.9030 -93.6516
121.9583 -74.4509
121.9447 -57.8450
122.0000 -53.7675
121.9863 -64.0180
122.0417 -78.1401
122.0280 -84.4118
122.0833 -88.3234
122.0696 -94.2249
122.1250 -97.6837
122.1113 -88.4625
122.1667 -73.4025
122.1529 -59.5559
122.2083 -43.1448
122.1946 -22.7113
122.2500 -2.5952
122.2362 7.5061
122.2917 15.7945
122.2779 28.7139
122.3333 29.8024
122.3195 32.2702
122.3750 80.5787
122.3612 160.1955
122.4167 192.0251
122.4029 110.8067
122.4583 10.1540
122.4445 26.6815
122.5000 90.9459
122.4862 97.7163
122.5417 81.5141
122.5278 101.9558
122.5833 125.6013
122.5695 77.6939
122.6250 0.4843
122.6111 -22.5242
122.6667 -16.2876
122.6528 -24.6777
122.7083 -45.6102
122.6944 -63.4182
122.7500 -73.7428
122.7361 -65.9540
122.7917 -43.8696
122.7778 -25.2695
122.8333 -17.5930
122.8194 -24.9212
122.8750 -33.6769
122.8611 -35.9660
122.9167 -36.1637
122.9027 -30.5112
122.9583 -25.9045
122.9444 -31.7302
123.0000 -38.3587
122.9860 -32.6517
123.0417 -18.5800
123.0277 -20.3176
123.0833 -39.9013
123.0693 -57.6128
123.1250 -70.0400
123.1110 -69.6480
123.1667 NaN
123.1526 NaN
123.2083 NaN
123.1943 NaN
123.2500 NaN
123.2360 NaN
123.2917 NaN
123.2776 NaN
123.3333 NaN
123.3193 NaN
123.3750 NaN
123.3609 NaN
123.4167 NaN
123.4026 NaN
123.4583 NaN
123.4442 NaN
123.5000 NaN
123.4859 NaN
