year;dectime;QgHFP
2004;54.6667;-8.9478
2004;54.6875;-17.3305
2004;54.7083;-52.6799
2004;54.7292;-42.8206
2004;54.75;-30.2494
2004;54.7708;-35.5778
2004;54.7917;-70.6799
2004;54.8125;-74.4103
2004;54.8333;-71.7593
2004;54.8542;-73.2174
2004;54.875;-73.4725
2004;54.8958;-70.5681
2004;54.9167;NaN
2004;54.9375;-78.1177
2004;54.9583;-68.4978
2004;54.9792;-48.6989
2004;55;-41.3476
2004;55.0208;-35.2719
2004;55.0417;-29.4465
2004;55.0625;-26.4458
2004;55.0833;-15.5999
2004;55.1042;-15.956
2004;55.125;-10.6274
2004;55.1458;23.0376
2004;55.1667;19.9693
2004;55.1875;15.7807
2004;55.2083;12.5299
2004;55.2292;11.2567
2004;55.25;8.7609
2004;55.2708;7.4976
2004;55.2917;7.1857
2004;55.3125;3.5797
2004;55.3333;3.7068
2004;55.3542;4.5327
2004;55.375;1.5208
2004;55.3958;1.4111
2004;55.4167;6.2106
2004;55.4375;6.7639
2004;55.4583;75.9134
2004;55.4792;47.0454
2004;55.5;125.673
2004;55.5208;162.457
2004;55.5417;128.525
2004;55.5625;49.0604
2004;55.5833;28.9843
2004;55.6042;19.1869
2004;55.625;-13.6929
2004;55.6458;-21.3429
2004;55.6667;-27.6454
2004;55.6875;-46.3752
2004;55.7083;-44.2102
2004;55.7292;-33.8564
2004;55.75;-8.9622
2004;55.7708;-14.2123
2004;55.7917;5.6312
2004;55.8125;-17.0189
2004;55.8333;18.2683
2004;55.8542;-4.8421
2004;55.875;-9.3891
2004;55.8958;-0.6467
2004;55.9167;-6.1117
2004;55.9375;-4.7296
2004;55.9583;13.6442
2004;55.9792;NaN
2004;56;1.1827
2004;56.0208;-12.4938
2004;56.0417;-12.3165
2004;56.0625;-2.8559
2004;56.0833;6.6071
2004;56.1042;-4.9714
2004;56.125;-5.9064
2004;56.1458;-15.693
2004;56.1667;-21.834
2004;56.1875;-33.22
2004;56.2083;-37.3318
2004;56.2292;-33.0097
2004;56.25;-30.3889
2004;56.2708;-24.4367
2004;56.2917;-37.0721
2004;56.3125;-24.0482
2004;56.3333;8.2667
2004;56.3542;22.8817
2004;56.375;36.5106
2004;56.3958;61.2559
2004;56.4167;66.8746
2004;56.4375;-24.7134
2004;56.4583;12.1438
2004;56.4792;40.9119
2004;56.5;-3.3871
2004;56.5208;72.8781
2004;56.5417;28.549
2004;56.5625;28.2421
2004;56.5833;5.3232
2004;56.6042;40.3474
2004;56.625;46.4083
2004;56.6458;46.9114
2004;56.6667;-11.4567
2004;56.6875;-38.8682
2004;56.7083;-59.6818
2004;56.7292;-21.7581
2004;56.75;-55.4158
2004;56.7708;-18.9288
2004;56.7917;-4.6497
2004;56.8125;18.4511
2004;56.8333;NaN
2004;56.8542;NaN
2004;56.875;-16.2742
2004;56.8958;-28.9201
2004;56.9167;-1.5794
2004;56.9375;-0.459
2004;56.9583;-13.3185
2004;56.9792;-31.5513
2004;57;-31.8006
2004;57.0208;-38.6339
2004;57.0417;-52.7701
2004;57.0625;-49.6143
2004;57.0833;-43.4751
2004;57.1042;-51.9265
2004;57.125;-25.5342
2004;57.1458;-10.8326
2004;57.1667;-9.0699
2004;57.1875;-4.085
2004;57.2083;-9.719
2004;57.2292;-4.2275
2004;57.25;-7.5762
2004;57.2708;1.6863
2004;57.2917;15.4296
2004;57.3125;24.9771
2004;57.3333;26.0669
2004;57.3542;54.2556
2004;57.375;60.4029
2004;57.3958;55.3454
2004;57.4167;112.539
2004;57.4375;92.0164
2004;57.4583;87.5453
2004;57.4792;113.535
2004;57.5;98.2694
2004;57.5208;109.632
2004;57.5417;82.6853
2004;57.5625;84.3142
2004;57.5833;-4.9969
2004;57.6042;52.1153
2004;57.625;-18.3675
2004;57.6458;-38.3694
2004;57.6667;-44.5444
2004;57.6875;-65.5315
2004;57.7083;-77.0397
2004;57.7292;-59.6283
2004;57.75;-39.9425
2004;57.7708;-35.3661
2004;57.7917;-19.3552
2004;57.8125;-11.6
2004;57.8333;-7.6859
2004;57.8542;-33.8142
2004;57.875;13.8483
2004;57.8958;-14.0397
2004;57.9167;-9.0932
2004;57.9375;-24.5847
2004;57.9583;-46.8233
2004;57.9792;-49.3117
2004;58;-48.6406
2004;58.0208;-33.1249
2004;58.0417;-62.756
2004;58.0625;-58.1037
2004;58.0833;-41.7878
2004;58.1042;-14.6974
2004;58.125;-42.6354
2004;58.1458;-61.3325
2004;58.1667;-31.1751
2004;58.1875;-0.6336
2004;58.2083;-19.3294
2004;58.2292;25.0556
2004;58.25;21.8986
2004;58.2708;-0.9535
2004;58.2917;-11.9782
2004;58.3125;0.7712
2004;58.3333;9.1425
2004;58.3542;-0.7171
2004;58.375;2.2323
2004;58.3958;1.0478
2004;58.4167;0.0772
2004;58.4375;-0.5345
2004;58.4583;-0.7372
2004;58.4792;-1.2596
2004;58.5;-0.4351
2004;58.5208;2.4625
2004;58.5417;73.5746
2004;58.5625;15.6024
2004;58.5833;76.624
2004;58.6042;15.8379
2004;58.625;11.7992
2004;58.6458;0.7011
2004;58.6667;-7.0224
2004;58.6875;-18.7667
2004;58.7083;-10.9257
2004;58.7292;-10.8405
2004;58.75;-8.2866
2004;58.7708;-4.8081
2004;58.7917;-4.0046
2004;58.8125;-20.0154
2004;58.8333;-31.1256
2004;58.8542;-17.2435
2004;58.875;-6.8058
2004;58.8958;-3.5109
2004;58.9167;17.3514
2004;58.9375;3.1536
2004;58.9583;-21.2424
2004;58.9792;-40.2228
2004;59;-49.175
2004;59.0208;-41.4833
2004;59.0417;-37.5201
2004;59.0625;-9.8543
2004;59.0833;-11.7339
2004;59.1042;-13.596
2004;59.125;-22.6732
2004;59.1458;-33.2586
2004;59.1667;-57.285
2004;59.1875;-67.6501
2004;59.2083;-45.6094
2004;59.2292;-25.3854
2004;59.25;-5.0608
2004;59.2708;-6.8632
2004;59.2917;-4.8756
2004;59.3125;-2.8392
2004;59.3333;0.36
2004;59.3542;3.1371
2004;59.375;11.8384
2004;59.3958;12.74
2004;59.4167;10.7474
2004;59.4375;3.4096
2004;59.4583;1.549
2004;59.4792;1.1293
2004;59.5;-0.195
2004;59.5208;12.9426
2004;59.5417;48.1316
2004;59.5625;36.6426
2004;59.5833;13.2915
2004;59.6042;41.6921
2004;59.625;2.8523
2004;59.6458;2.2164
2004;59.6667;-23.2719
2004;59.6875;-53.3808
2004;59.7083;-41.4681
2004;59.7292;-58.3516
2004;59.75;-23.7358
2004;59.7708;8.3093
2004;59.7917;19.7751
2004;59.8125;-31.1804
2004;59.8333;-50.6135
2004;59.8542;-46.2389
2004;59.875;-44.5728
2004;59.8958;-24.8394
2004;59.9167;-40.5421
2004;59.9375;-36.711
2004;59.9583;-40.6022
2004;59.9792;-44.0371
2004;60;-30.8864
2004;60.0208;-26.4476
2004;60.0417;-35.5303
2004;60.0625;-55.5546
2004;60.0833;-25.2599
2004;60.1042;-36.6793
2004;60.125;-40.7439
2004;60.1458;-23.4265
2004;60.1667;-20.8622
2004;60.1875;-24.5364
2004;60.2083;-43.3081
2004;60.2292;-49.1674
2004;60.25;-38.7697
2004;60.2708;-49.1629
2004;60.2917;-67.4083
2004;60.3125;-44.3804
2004;60.3333;-34.5928
2004;60.3542;58.1753
2004;60.375;85.8131
2004;60.3958;94.0619
2004;60.4167;110.913
2004;60.4375;72.8389
2004;60.4583;105.294
2004;60.4792;143.054
2004;60.5;148.423
2004;60.5208;129.339
2004;60.5417;90.7253
2004;60.5625;82.1567
2004;60.5833;58.3317
2004;60.6042;42.3439
2004;60.625;-3.7442
2004;60.6458;-17.5867
2004;60.6667;-28.034
2004;60.6875;-58.8039
2004;60.7083;-57.0471
2004;60.7292;-36.9192
2004;60.75;-43.2811
2004;60.7708;-40.6485
2004;60.7917;-5.4636
2004;60.8125;-38.9032
2004;60.8333;-20.7863
2004;60.8542;-9.5392
2004;60.875;-3.2629
2004;60.8958;-48.7403
2004;60.9167;-48.5219
2004;60.9375;-47.4504
2004;60.9583;-43.3407
2004;60.9792;-45.0674
2004;61;-36.7506
2004;61.0208;-43.5687
2004;61.0417;-39.3936
2004;61.0625;-40.876
2004;61.0833;-17.6922
2004;61.1042;-12.5835
2004;61.125;-28.3676
2004;61.1458;-37.6324
2004;61.1667;-27.939
2004;61.1875;-15.1656
2004;61.2083;-23.5364
2004;61.2292;-17.5467
2004;61.25;-1.4751
2004;61.2708;0.2443
2004;61.2917;-8.2481
2004;61.3125;3.5032
2004;61.3333;19.6801
2004;61.3542;10.0161
2004;61.375;54.3483
2004;61.3958;48.7237
2004;61.4167;179.853
2004;61.4375;144.518
2004;61.4583;107.559
2004;61.4792;156.11
2004;61.5;131.062
2004;61.5208;87.9625
2004;61.5417;77.7103
2004;61.5625;107.15
2004;61.5833;133.347
2004;61.6042;89.5217
2004;61.625;30.23
2004;61.6458;-9.2567
2004;61.6667;-5.7114
2004;61.6875;-30.9183
2004;61.7083;-54.2058
2004;61.7292;-70.1168
2004;61.75;-64.1712
2004;61.7708;-61.7679
2004;61.7917;-54.4514
2004;61.8125;-22.6185
2004;61.8333;-7.7203
2004;61.8542;-13.193
2004;61.875;-25.2056
2004;61.8958;-39.4079
2004;61.9167;-45.4254
2004;61.9375;-42.7494
2004;61.9583;-48.4374
2004;61.9792;-47.4532
2004;62;-46.5419
2004;62.0208;-46.3224
2004;62.0417;-48.3275
2004;62.0625;-46.1986
2004;62.0833;-45.5031
2004;62.1042;-48.9261
2004;62.125;-44.0247
2004;62.1458;4.7154
2004;62.1667;45.5904
2004;62.1875;23.4197
2004;62.2083;11.445
2004;62.2292;12.4433
2004;62.25;2.9997
2004;62.2708;-8.6814
2004;62.2917;2.8638
2004;62.3125;4.481
2004;62.3333;6.5872
2004;62.3542;84.772
2004;62.375;64.9212
2004;62.3958;126.868
2004;62.4167;179.276
2004;62.4375;182.461
2004;62.4583;201.666
2004;62.4792;176.129
2004;62.5;127.262
2004;62.5208;144.446
2004;62.5417;58.5047
2004;62.5625;44.7961
2004;62.5833;59.7686
2004;62.6042;45.2994
2004;62.625;6.77
2004;62.6458;-1.0835
2004;62.6667;-46.3522
2004;62.6875;-59.7731
2004;62.7083;-66.3896
2004;62.7292;-56.2294
2004;62.75;-48.9426
2004;62.7708;-49.8708
2004;62.7917;-50.2004
2004;62.8125;-17.946
2004;62.8333;-30.3844
2004;62.8542;-12.7965
2004;62.875;-2.8159
2004;62.8958;-28.2221
2004;62.9167;-39.1824
2004;62.9375;-43.6546
2004;62.9583;-44.2133
2004;62.9792;-40.3239
2004;63;-49.6047
2004;63.0208;-56.1644
2004;63.0417;-64.0083
2004;63.0625;-51.8792
2004;63.0833;-59.6896
2004;63.1042;-62.9603
2004;63.125;-64.556
2004;63.1458;-56.6797
2004;63.1667;-55.6726
2004;63.1875;-55.4039
2004;63.2083;-58.4469
2004;63.2292;-63.2201
2004;63.25;-59.8368
2004;63.2708;-59.744
2004;63.2917;-56.4279
2004;63.3125;-42.9171
2004;63.3333;-33.3849
2004;63.3542;72.3325
2004;63.375;86.3966
2004;63.3958;92.6538
2004;63.4167;69.2613
2004;63.4375;93.7165
2004;63.4583;122.649
2004;63.4792;129.107
2004;63.5;132.619
2004;63.5208;109.05
2004;63.5417;103.222
2004;63.5625;83.8278
2004;63.5833;66.3611
2004;63.6042;38.604
2004;63.625;-3.6058
2004;63.6458;-20.5615
2004;63.6667;-32.6085
2004;63.6875;-67.3744
2004;63.7083;-79.4036
2004;63.7292;-76.9242
2004;63.75;-52.1099
2004;63.7708;-33.7566
2004;63.7917;-13.8411
2004;63.8125;-44.5503
2004;63.8333;-59.5986
2004;63.8542;-60.6822
2004;63.875;-60.5428
2004;63.8958;-65.5893
2004;63.9167;-68.8875
2004;63.9375;-66.0556
2004;63.9583;-63.0581
2004;63.9792;-68.8119
2004;64;-71.9643
2004;64.0208;-73.609
2004;64.0417;-75.234
2004;64.0625;-74.2469
2004;64.0833;-75.2436
2004;64.1042;-76.2321
2004;64.125;-72.1356
2004;64.1458;-73.239
2004;64.1667;-70.3025
2004;64.1875;-74.6083
2004;64.2083;-73.4019
2004;64.2292;-73.9588
2004;64.25;-67.5092
2004;64.2708;-58.9028
2004;64.2917;-53.9867
2004;64.3125;-39.6889
2004;64.3333;-29.2985
2004;64.3542;84.3476
2004;64.375;120.42
2004;64.3958;133.16
2004;64.4167;117.273
2004;64.4375;152.274
2004;64.4583;223.732
2004;64.4792;186.632
2004;64.5;186.08
2004;64.5208;169.637
2004;64.5417;150.605
2004;64.5625;121.424
2004;64.5833;108.848
2004;64.6042;65.6444
2004;64.625;16.6761
2004;64.6458;-4.1269
2004;64.6667;-56.6556
2004;64.6875;-80.3834
2004;64.7083;-92.1805
2004;64.7292;-93.7249
2004;64.75;-79.3808
2004;64.7708;-57.4078
2004;64.7917;-18.7167
2004;64.8125;NaN
2004;64.8333;NaN
2004;64.8542;NaN
2004;64.875;NaN
2004;64.8958;NaN
2004;64.9167;NaN
2004;64.9375;NaN
2004;64.9583;NaN
2004;64.9792;NaN
